"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"SLC7A8","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.012","0.012","0.988","3.33e-01",NA,NA,NA,7.05e-05
"LEPREL2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.006","0.007","0.994","3.33e-01",NA,NA,NA,3.48e-05
"SMC2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.006","0.006","0.994","3.40e-01",NA,NA,NA,0.003374396
"THUMPD1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.010","0.991","3.41e-01",NA,NA,NA,0.004817306
"LYPLAL1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.009","1.008","3.47e-01",NA,NA,NA,3.91e-05
"UBA6","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.015","0.016","0.985","3.49e-01",NA,NA,NA,0.004196143
"WWC2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.010","1.010","3.51e-01",NA,NA,NA,0.000236116
"GAA","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.008","1.008","3.51e-01",NA,NA,NA,0.003381445
"GSTT1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.006","1.006","3.62e-01",NA,NA,NA,0.003394141
"IAH1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.007","1.006","3.65e-01",NA,NA,NA,0.003918992
"DHX36","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.012","0.990","3.76e-01",NA,NA,NA,0.000104551
"IMMT","Stem-cell-iPSC","DEP","Wald ratio",1," 0.007","0.008","1.007","3.77e-01",NA,NA,NA,0.003165677
"FLNB","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.012","0.014","0.988","3.82e-01",NA,NA,NA,0.000486675
"SYF2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.011","1.010","3.88e-01",NA,NA,NA,9.43e-05
"HIBCH","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.006","0.007","0.994","3.88e-01",NA,NA,NA,0.003180825
"KHK","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.006","0.007","0.994","3.88e-01",NA,NA,NA,0.002257797
"VWA5A","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.009","1.008","3.88e-01",NA,NA,NA,0.00313485
"EPHX2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.005","0.006","1.005","3.89e-01",NA,NA,NA,0.004184382
"GNAQ","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.011","0.990","3.90e-01",NA,NA,NA,0.001930501
"MAP2K2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.014","0.016","1.014","3.91e-01",NA,NA,NA,0.000973355
"MLYCD","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.011","0.991","3.97e-01",NA,NA,NA,0.000409005
"PPIL3","Stem-cell-iPSC","DEP","Wald ratio",1," 0.003","0.004","1.003","3.97e-01",NA,NA,NA,0.003703246
"RTFDC1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.013","1.011","3.99e-01",NA,NA,NA,0.001157877
"TAMM41","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.007","1.006","4.00e-01",NA,NA,NA,0.003122006
"IQGAP1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.011","1.009","4.02e-01",NA,NA,NA,0.000831787
"GOLM1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.009","1.008","4.02e-01",NA,NA,NA,0.000286092
"VPS4B","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.013","1.011","4.02e-01",NA,NA,NA,0.00242209
"GGPS1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.014","0.017","0.986","4.05e-01",NA,NA,NA,0.00017312
"MCAT","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.008","0.993","4.07e-01",NA,NA,NA,0.003299612
"DIP2B","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.007","1.006","4.07e-01",NA,NA,NA,0.003303272
"UQCR10","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.013","1.011","4.12e-01",NA,NA,NA,0.006695461
"DPH6","Stem-cell-iPSC","DEP","Wald ratio",1," 0.011","0.014","1.011","4.14e-01",NA,NA,NA,0.000671778
"CPVL","Stem-cell-iPSC","DEP","Wald ratio",1," 0.007","0.008","1.007","4.19e-01",NA,NA,NA,0.000931299
"ETFDH","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.006","0.007","0.995","4.20e-01",NA,NA,NA,0.001388579
"TIMM21","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.011","1.009","4.20e-01",NA,NA,NA,0.000223258
