Psychiatric disorder,Category name,Risk factor,Source,Method,P-value,OR
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Hippocampus,Wald ratio,1.03E-04,1.104
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Nucleus,Wald ratio,1.03E-04,1.18
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Putamen,Wald ratio,1.03E-04,1.121
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Meta 10 Brain Regions,Wald ratio,1.03E-04,1.058
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GALNT6,eQTL_Brain Caudate,Wald ratio,1.12E-04,1.134
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CCDC200,eQTL_Brain Hypothalamus,Wald ratio,1.18E-04,1.107
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NBR2,eQTL_Brain Hypothalamus,Wald ratio,1.18E-04,1.033
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NBR2,eQTL_Meta 10 Brain Regions,Wald ratio,1.18E-04,0.967
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NBR1,eQTL_Meta 10 Brain Regions,Wald ratio,1.18E-04,0.932
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Substantia,Wald ratio,1.20E-04,1.048
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Cortex,Wald ratio,1.26E-04,1.055
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Nucleus,Wald ratio,1.26E-04,1.046
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RSRC1,eQTL_Brain Frontal Cortex,Wald ratio,1.35E-04,0.869
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KCNF1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,1.39E-04,0.892
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RND2,eQTL_Brain Substantia,Wald ratio,1.45E-04,1.096
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NBR2,eQTL_Brain Substantia,Wald ratio,1.45E-04,1.036
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GPX1,eQTL_Brain Caudate,Wald ratio,1.47E-04,0.823
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,WDR6,eQTL_Brain Caudate,Wald ratio,1.47E-04,0.803
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NCKIPSD,eQTL_Brain Caudate,Wald ratio,1.47E-04,1.093
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CCDC71,eQTL_Brain Caudate,Wald ratio,1.47E-04,0.86
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GMPPB,eQTL_Brain Caudate,Wald ratio,1.47E-04,0.877
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AMT,eQTL_Brain Caudate,Wald ratio,1.47E-04,1.116
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,1.47E-04,0.958
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CDC25B,eQTL_Brain Cerebellar Hemisphere,Wald ratio,1.48E-04,1.168
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GINM1,eQTL_Brain Hypothalamus,Wald ratio,1.48E-04,0.886
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GINM1,eQTL_Brain Nucleus,Wald ratio,1.48E-04,0.845
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RAET1G,eQTL_Brain Nucleus,Wald ratio,1.48E-04,1.083
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,MROH8,eQTL_Brain Frontal Cortex,Wald ratio,1.56E-04,0.916
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,1.66E-04,1.058
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CADM2-AS1,eQTL_Meta 10 Brain Regions,Wald ratio,1.66E-04,0.946
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,DCC,eQTL_Brain Cerebellum,Wald ratio,1.73E-04,1.101
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AC024257.4,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,0.863
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,OR8T1P,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,0.887
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ZNF641,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,1.117
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AC090115.1,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,0.866
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AC004801.2,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,0.863
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AC024257.3,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,1.081
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,OR10AD1,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,1.145
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AC074029.4,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,1.061
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CCDC184,eQTL_Brain Cortex SMR,Wald ratio,1.80E-04,0.851
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GRK4,eQTL_Brain Cerebellar Hemisphere,Wald ratio,1.83E-04,0.939
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KCNG3,eQTL_Brain Prefrontal Cortex PsychENCODE,Inverse variance weighted,1.93E-04,1.734
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CD40,eQTL_Brain Nucleus,Wald ratio,1.97E-04,1.133
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.00E-04,0.879
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SEC23IP,eQTL_Brain Cortex SMR,Wald ratio,2.03E-04,0.899
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Amygdala,Wald ratio,2.06E-04,0.946
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Caudate,Wald ratio,2.06E-04,0.959
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.06E-04,0.965
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Cerebellum,Wald ratio,2.06E-04,0.966
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Cortex,Wald ratio,2.06E-04,0.956
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Frontal Cortex,Wald ratio,2.06E-04,0.945
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Putamen,Wald ratio,2.06E-04,0.95
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RBM6,eQTL_Brain Putamen,Wald ratio,2.08E-04,1.082
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,2.13E-04,0.94
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Hippocampus,Wald ratio,2.13E-04,0.95
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Nucleus,Wald ratio,2.13E-04,0.953
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Spinal,Wald ratio,2.13E-04,0.953
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,MROH8,eQTL_Brain Nucleus,Wald ratio,2.16E-04,0.912
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CCDC53,eQTL_Meta 10 Brain Regions,Wald ratio,2.24E-04,0.937
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CD40,eQTL_Brain Frontal Cortex,Wald ratio,2.26E-04,1.132
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LATS1,eQTL_Brain Spinal,Wald ratio,2.30E-04,1.094
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RAET1G,eQTL_Brain Spinal,Wald ratio,2.30E-04,1.051
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GINM1,eQTL_Brain Substantia,Wald ratio,2.30E-04,0.916
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,OPRK1,eQTL_Brain Cerebellum,Inverse variance weighted,2.40E-04,0.94
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Brain Hypothalamus,Wald ratio,2.51E-04,0.95
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LTBP2,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,2.51E-04,1.386
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LSG1,eQTL_Meta 10 Brain Regions,Wald ratio,2.51E-04,1.035
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CD40,eQTL_Brain Cerebellum,Wald ratio,2.54E-04,1.076
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-7,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,2.56E-04,0.922
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-10,eQTL_Brain Caudate,Wald ratio,2.56E-04,1.077
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Caudate,Wald ratio,2.56E-04,0.876
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-7,eQTL_Brain Caudate,Wald ratio,2.56E-04,0.923
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.56E-04,0.894
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Cerebellum,Wald ratio,2.56E-04,0.922
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TEX29,eQTL_Brain Cerebellum,Wald ratio,2.56E-04,0.903
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ARHGEF7,eQTL_Brain Cortex,Wald ratio,2.56E-04,0.885
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TEX29,eQTL_Brain Cortex,Wald ratio,2.56E-04,1.075
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LNC-LBCS,eQTL_Brain Spinal,Wald ratio,2.56E-04,1.079
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LEMD2,eQTL_Brain Cerebellum,Wald ratio,2.58E-04,0.889
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,MDGA2,eQTL_Brain Caudate,Wald ratio,2.63E-04,1.123
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-7,eQTL_Brain Cortex SMR,Wald ratio,2.65E-04,1.098
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Cortex SMR,Wald ratio,2.65E-04,1.068
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-10,eQTL_Brain Cortex SMR,Wald ratio,2.65E-04,0.899
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,AP002387.1,eQTL_Brain Cortex SMR,Wald ratio,2.65E-04,1.032
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PTBP2,eQTL_Brain Cerebellum,Wald ratio,2.70E-04,0.844
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,IQSEC1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.73E-04,1.083
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TOP3BP1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.73E-04,0.933
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PPM1F-AS1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,2.73E-04,1.084
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,IQSEC1,eQTL_Brain Cerebellum,Wald ratio,2.73E-04,1.08
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ABHD5,eQTL_Brain Substantia,Wald ratio,2.78E-04,1.107
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LRRC27,eQTL_Brain Nucleus,Wald ratio,2.83E-04,0.922
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Hippocampus,Wald ratio,2.85E-04,0.89
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Nucleus,Wald ratio,2.85E-04,0.887
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PPM1F-AS1,eQTL_Brain Cerebellum,Wald ratio,2.86E-04,0.924
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,MYL7,eQTL_Brain Nucleus,Wald ratio,2.89E-04,1.098
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,WDR12,eQTL_Brain Nucleus,Wald ratio,2.91E-04,0.776
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Amygdala,Wald ratio,3.05E-04,1.057
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,3.05E-04,1.059
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Cerebellum,Wald ratio,3.05E-04,1.08
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Hippocampus,Wald ratio,3.05E-04,1.06
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Hypothalamus,Wald ratio,3.05E-04,1.058
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Putamen,Wald ratio,3.05E-04,1.044
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SNORC,eQTL_Brain Spinal,Wald ratio,3.05E-04,1.06
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PEAK1,eQTL_Brain Cerebellum,Wald ratio,3.06E-04,0.936
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,HMG20A,eQTL_Brain Cerebellum,Wald ratio,3.06E-04,0.846
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LINGO1-AS1,eQTL_Brain Cerebellum,Wald ratio,3.06E-04,0.957
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LMF1,eQTL_Brain Hippocampus,Wald ratio,3.10E-04,0.899
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CEROX1,eQTL_Brain Hippocampus,Wald ratio,3.10E-04,1.181
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CHRNB1,eQTL_Brain Cerebellar Hemisphere,Wald ratio,3.18E-04,1.112
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RP11-307C19.3,eQTL_Meta 10 Brain Regions,Wald ratio,3.18E-04,1.095
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,INPP5B,eQTL_Brain Nucleus,Wald ratio,3.21E-04,1.129
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Hypothalamus,Wald ratio,3.23E-04,0.902
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Putamen,Wald ratio,3.31E-04,0.899
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-8,eQTL_Brain Putamen,Wald ratio,3.31E-04,0.942
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NAA38,eQTL_Meta 10 Brain Regions,Wald ratio,3.31E-04,1.097
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NUP43,eQTL_Brain Hippocampus,Wald ratio,3.34E-04,1.147
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RAET1E-AS1,eQTL_Brain Caudate,Wald ratio,3.36E-04,0.917
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GINM1,eQTL_Brain Caudate,Wald ratio,3.36E-04,1.184
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RAET1G,eQTL_Brain Caudate,Wald ratio,3.36E-04,0.923
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Cortex,Wald ratio,3.36E-04,0.876
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-7,eQTL_Brain Cortex,Wald ratio,3.36E-04,0.931
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KRTAP5-10,eQTL_Brain Nucleus,Wald ratio,3.36E-04,1.085
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Nucleus,Wald ratio,3.36E-04,0.881
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Meta 10 Brain Regions,Wald ratio,3.36E-04,1.073
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RP11-660L16.2,eQTL_Meta 10 Brain Regions,Wald ratio,3.36E-04,1.034
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Cerebellum,Wald ratio,3.43E-04,0.91
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RPSAP18,eQTL_Brain Cerebellum,Wald ratio,3.43E-04,1.126
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,NADSYN1,eQTL_Brain Frontal Cortex,Wald ratio,3.49E-04,0.869
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TMEM161B-DT,eQTL_Brain Nucleus,Wald ratio,3.52E-04,1.061
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,FAM200B,eQTL_Brain Cortex,Inverse variance weighted,3.57E-04,1.1
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,KIAA1671,eQTL_Brain Cortex,Wald ratio,3.61E-04,1.121
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TMEM161B-DT,eQTL_Brain Frontal Cortex,Wald ratio,3.64E-04,1.058
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,INPP5B,eQTL_Brain Cortex,Wald ratio,3.72E-04,1.077
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,INPP5B,eQTL_Brain Hypothalamus,Wald ratio,3.72E-04,1.101
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PTK2,eQTL_Brain Nucleus,Wald ratio,3.72E-04,0.9
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,FAM168A,eQTL_Brain Cortex SMR,Wald ratio,3.79E-04,0.868
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RELT,eQTL_Brain Cortex SMR,Wald ratio,3.79E-04,1.095
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,INPP5B,eQTL_Brain Hippocampus,Wald ratio,3.87E-04,1.098
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CD40,eQTL_Brain Cortex,Wald ratio,3.89E-04,1.155
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LMF1,eQTL_Brain Caudate,Wald ratio,3.96E-04,0.906
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CEROX1,eQTL_Brain Caudate,Wald ratio,3.96E-04,1.116
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PTK2,eQTL_Brain Cortex,Wald ratio,4.02E-04,0.864
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LRRFIP2,eQTL_Brain Nucleus,Wald ratio,4.03E-04,1.17
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,4.05E-04,1.091
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Cerebellar Hemisphere,Wald ratio,4.05E-04,1.063
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Cerebellum,Wald ratio,4.05E-04,1.059
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,PA2G4P6,eQTL_Brain Cortex SMR,Wald ratio,4.05E-04,0.878
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SHC3,eQTL_Brain Cortex SMR,Wald ratio,4.05E-04,0.816
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Cortex SMR,Wald ratio,4.05E-04,0.954
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,SEMA4D,eQTL_Brain Cortex SMR,Wald ratio,4.05E-04,0.828
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,RMDN1,eQTL_Brain Hippocampus,Inverse variance weighted,4.05E-04,1.071
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Nucleus,Wald ratio,4.05E-04,1.092
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CEL,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,4.25E-04,1.956
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,LRRFIP2,eQTL_Brain Frontal Cortex,Wald ratio,4.30E-04,1.15
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Caudate,Wald ratio,4.32E-04,0.933
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Cortex,Wald ratio,4.32E-04,1.048
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Frontal Cortex,Wald ratio,4.32E-04,0.955
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Brain Hypothalamus,Wald ratio,4.32E-04,1.081
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CKS2,eQTL_Meta 10 Brain Regions,Wald ratio,4.32E-04,0.954
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GPX1,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,4.33E-04,0.862
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TDRKH-AS1,eQTL_Brain Nucleus,Wald ratio,4.34E-04,0.91
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,COPA,eQTL_Brain Caudate,Wald ratio,4.38E-04,0.893
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,TMEM161B-DT,eQTL_Brain Anterior cingulate cortex BA24,Wald ratio,4.42E-04,0.952
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,CTNNB1,eQTL_Brain Frontal Cortex,Wald ratio,4.47E-04,1.143
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,ANKRD7,eQTL_Brain Spinal,Wald ratio,4.47E-04,1.056
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,GRK4,eQTL_Brain Cerebellum,Wald ratio,4.48E-04,0.949
Attention deficit and hyperactivity disorder,Bulk-tissue biomarker,INPP5B,eQTL_Brain Frontal Cortex,Wald ratio,4.48E-04,1.102
