Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
BP,Autoimmune diseases ,Weighted median,-0.078374642,0.025419637,2.05E-03,9.25E-01,8.80E-01,9.72E-01,9.36E-01,9.11E-01,0.166070761
PTSD,Qualifications: College or University degree ,Inverse variance weighted,-0.497935662,0.1625319,2.19E-03,6.08E-01,4.42E-01,8.36E-01,7.01E-11,6.87E-12,0.008009552
SCZ,Neuroticism score ,Weighted mode,0.200681051,0.064601505,2.39E-03,1.22E+00,1.08E+00,1.39E+00,1.78E-29,3.12E-29,0.849084363
ED,Unable to work because of sickness or disability,MR Egger,2.400081135,0.792918817,2.51E-03,1.10E+01,2.33E+00,5.22E+01,8.40E-02,8.69E-02,0.9157505
SCZ,Current employment status: Unemployed,Inverse variance weighted,-1.132158377,0.376759805,2.66E-03,3.22E-01,1.54E-01,6.75E-01,1.18E-03,1.22E-03,0.485133606
SCZ,Current employment status: Unemployed,Inverse variance weighted,-1.132158377,0.376759805,2.66E-03,3.22E-01,1.54E-01,6.75E-01,1.18E-03,1.22E-03,0.485133606
ED,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Inverse variance weighted,36.89348857,12.38710219,2.90E-03,1.05E+16,3.01E+05,3.69E+26,6.86E-01,8.29E-01,0.950948447
ED,Caffeine,MR Egger,3.218938317,1.081721672,2.97E-03,2.50E+01,3.00E+00,2.08E+02,1.66E-01,1.66E-01,0.347532961
SCZ,Neuroticism score ,Simple mode,0.219078962,0.072468134,3.09E-03,1.24E+00,1.08E+00,1.43E+00,1.78E-29,3.12E-29,0.849084363
ADHD,Maternal smoking around birth ,Simple mode,4.71817689,1.326540398,3.16E-03,1.12E+02,8.32E+00,1.51E+03,4.56E-04,1.01E-04,0.17534613
DEP,Trauma exposure ,Weighted median,0.118502141,0.040297317,3.27E-03,1.13E+00,1.04E+00,1.22E+00,7.16E-01,7.78E-01,0.565530554
DEP,Iron intake,Weighted median,-1.433637482,0.489177882,3.38E-03,2.38E-01,9.14E-02,6.22E-01,4.26E-01,4.23E-01,0.225977787
SCZ,Type 1 diabetes ,Weighted median,-0.024611867,0.008432648,3.52E-03,9.76E-01,9.60E-01,9.92E-01,2.89E-07,1.77E-07,0.2824836
BP,Type 1 diabetes ,Weighted mode,-0.01956661,0.00630109,3.53E-03,9.81E-01,9.69E-01,9.93E-01,8.90E-01,9.15E-01,0.917708647
DEP,Age at first birth ,Simple mode,-0.135183864,0.044291713,3.60E-03,8.74E-01,8.01E-01,9.53E-01,3.41E-04,1.34E-04,0.098355856
ANX,Educational attainment,MR Egger,0.598820775,0.205463164,3.61E-03,1.82E+00,1.22E+00,2.72E+00,7.40E-79,6.12E-79,0.267199899
DEP,smoking initiation ,Weighted mode,0.252107891,0.085093241,3.99E-03,1.29E+00,1.09E+00,1.52E+00,8.00E-04,7.40E-04,0.310689123
ANX,Neuroticism score ,MR Egger,1.005725553,0.343850489,4.19E-03,2.73E+00,1.39E+00,5.36E+00,1.16E-01,8.85E-02,0.078855935
ADHD,Sleeplessness / insomnia ,Weighted median,0.777127585,0.271738265,4.24E-03,2.18E+00,1.28E+00,3.71E+00,7.23E-19,7.99E-19,0.546926226
ED,Neuroticism score ,Weighted median,-0.127329844,0.044695342,4.39E-03,8.80E-01,8.07E-01,9.61E-01,1.55E-10,6.41E-11,0.134958317
BP,Type 1 diabetes ,Simple mode,0.0765711,0.025463364,4.60E-03,1.08E+00,1.03E+00,1.13E+00,8.90E-01,9.15E-01,0.917708647
SCZ,Body mass index (BMI) ,Inverse variance weighted,-0.153360538,0.054221259,4.68E-03,8.58E-01,7.71E-01,9.54E-01,6.63E-60,1.01E-59,0.813425492
ANX,Qualifications: College or University degree ,Inverse variance weighted,-0.793002119,0.284602156,5.33E-03,4.52E-01,2.59E-01,7.90E-01,1.18E-25,1.37E-25,0.526042364
BP,Primary sclerosing cholangitis ,Inverse variance weighted,-0.04258545,0.015332912,5.48E-03,9.58E-01,9.30E-01,9.88E-01,3.17E-01,3.92E-01,0.843794435
PTSD,smoking initiation ,Weighted median,0.302333039,0.109234614,5.64E-03,1.35E+00,1.09E+00,1.68E+00,2.26E-27,4.38E-27,0.991805771
ANX,Unable to work because of sickness or disability,Inverse variance weighted,-1.957492534,0.707491694,5.66E-03,1.41E-01,3.53E-02,5.65E-01,4.62E-43,5.56E-43,0.728913603
BP,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,2.095294906,0.758988054,5.77E-03,8.13E+00,1.84E+00,3.60E+01,9.52E-01,9.05E-01,0.168371825
DEP,Childhood obesity ,Weighted median,0.038064446,0.01401128,6.59E-03,1.04E+00,1.01E+00,1.07E+00,5.83E-01,4.44E-01,0.274383991
ED,Primary sclerosing cholangitis ,Weighted mode,0.052874368,0.016382401,6.61E-03,1.05E+00,1.02E+00,1.09E+00,4.36E-01,3.44E-01,0.145430993
DEP,Current employment status: Unemployed,Inverse variance weighted,-0.483594908,0.178252016,6.67E-03,6.17E-01,4.35E-01,8.74E-01,2.09E-02,2.17E-02,0.852825766
DEP,Current employment status: Unemployed,Inverse variance weighted,-0.483594908,0.178252016,6.67E-03,6.17E-01,4.35E-01,8.74E-01,2.09E-02,2.17E-02,0.852825766
DEP,Educational attainment,MR Egger,0.105538501,0.038877962,6.69E-03,1.11E+00,1.03E+00,1.20E+00,4.18E-02,4.05E-02,0.177159832
PTSD,Educational attainment,Weighted median,0.199023283,0.073685349,6.91E-03,1.22E+00,1.06E+00,1.41E+00,2.71E-14,1.31E-14,0.011722259
ED,Fresh fruit intake ,Inverse variance weighted,-0.934394654,0.348086163,7.27E-03,3.93E-01,1.99E-01,7.77E-01,8.33E-09,1.14E-08,0.641094878
SCZ,Primary sclerosing cholangitis ,Weighted median,-0.047592396,0.017761946,7.37E-03,9.54E-01,9.21E-01,9.87E-01,5.23E-04,1.42E-04,0.183882486
SCZ,Type 1 diabetes ,MR Egger,-0.030257039,0.010687131,7.37E-03,9.70E-01,9.50E-01,9.91E-01,2.89E-07,1.77E-07,0.2824836
OCD,Nitrogen dioxide air pollution; 2010 ,Weighted median,-2.835111241,1.064511282,7.74E-03,5.87E-02,7.29E-03,4.73E-01,1.60E-01,1.05E-01,0.241107647
ADHD,Birth weight ,Weighted median,-0.179830051,0.067681144,7.88E-03,8.35E-01,7.32E-01,9.54E-01,1.00E-03,1.16E-03,0.633601676
DEP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.493825343,0.186326825,8.04E-03,6.10E-01,4.24E-01,8.79E-01,9.96E-02,1.01E-01,0.485657442
SCZ,Extraversion,Inverse variance weighted,0.003556006,0.001343001,8.10E-03,1.00E+00,1.00E+00,1.01E+00,6.71E-04,6.86E-04,0.443857218
SCZ,Primary sclerosing cholangitis ,Inverse variance weighted,-0.05645839,0.021332023,8.13E-03,9.45E-01,9.06E-01,9.85E-01,5.23E-04,1.42E-04,0.183882486
DEP,Qualifications: College or University degree ,Simple mode,-0.751257137,0.282423114,8.35E-03,4.72E-01,2.71E-01,8.21E-01,2.99E-01,3.11E-01,0.634434752
ADHD,Current employment status: Unemployed,Inverse variance weighted,-1.055920305,0.400626799,8.40E-03,3.48E-01,1.59E-01,7.63E-01,1.31E-27,1.37E-27,0.437673351
ADHD,Current employment status: Unemployed,Inverse variance weighted,-1.055920305,0.400626799,8.40E-03,3.48E-01,1.59E-01,7.63E-01,1.31E-27,1.37E-27,0.437673351
ADHD,Trauma exposure ,Weighted median,0.281931146,0.107047678,8.45E-03,1.33E+00,1.07E+00,1.64E+00,4.00E-01,7.40E-03,0.045065228
OCD,Unable to work because of sickness or disability,Inverse variance weighted,-1.623440707,0.618023388,8.62E-03,1.97E-01,5.87E-02,6.62E-01,2.55E-04,2.53E-04,0.299104165
ANX,Educational attainment,Weighted median,0.378752927,0.145331796,9.16E-03,1.46E+00,1.10E+00,1.94E+00,7.40E-79,6.12E-79,0.267199899
ED,Caffeine,Inverse variance weighted,1.351532487,0.51922289,9.24E-03,3.86E+00,1.40E+00,1.07E+01,1.66E-01,1.66E-01,0.347532961
ADHD,Maternal smoking around birth ,Weighted mode,4.533604252,1.509138049,9.47E-03,9.31E+01,4.83E+00,1.79E+03,4.56E-04,1.01E-04,0.17534613
SCZ,Age at first birth ,MR Egger,0.605213736,0.224161653,9.81E-03,1.83E+00,1.18E+00,2.84E+00,3.09E-13,1.34E-13,0.278809734
DEP,Qualifications: College or University degree ,Weighted mode,-0.689458969,0.266250683,1.02E-02,5.02E-01,2.98E-01,8.46E-01,2.99E-01,3.11E-01,0.634434752
BP,Maternal smoking around birth ,Weighted median,1.760189489,0.685495487,1.02E-02,5.81E+00,1.52E+00,2.23E+01,6.71E-02,9.29E-02,0.956658032
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,2.580068021,1.008827037,1.05E-02,1.32E+01,1.83E+00,9.53E+01,6.13E-01,6.55E-01,0.48418943
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,2.580068021,1.008827037,1.05E-02,1.32E+01,1.83E+00,9.53E+01,6.13E-01,6.55E-01,0.48418943
PTSD,Body mass index (BMI) ,Simple mode,0.601124038,0.23422759,1.06E-02,1.82E+00,1.15E+00,2.89E+00,6.63E-60,1.01E-59,0.813425492
PTSD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Inverse variance weighted,-0.013448247,0.005276916,1.08E-02,9.87E-01,9.76E-01,9.97E-01,1.65E-01,1.56E-01,0.070420239
ADHD,Maternal smoking around birth ,Weighted mode,4.533604252,1.546232751,1.09E-02,9.31E+01,4.50E+00,1.93E+03,4.56E-04,1.01E-04,0.17534613
ASD,Trauma exposure ,Inverse variance weighted,0.21898553,0.086505643,1.14E-02,1.24E+00,1.05E+00,1.47E+00,8.43E-01,8.67E-01,0.555428028
BP,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,2.166948459,0.775555778,1.20E-02,8.73E+00,1.91E+00,3.99E+01,9.52E-01,9.05E-01,0.168371825
SCZ,Intelligence ,Weighted median,-0.201378509,0.080402104,1.23E-02,8.18E-01,6.98E-01,9.57E-01,6.21E-49,1.56E-49,0.232036593
ED,Serum 25-Hydroxyvitamin D levels ,Simple mode,0.612854356,0.241531451,1.28E-02,1.85E+00,1.15E+00,2.96E+00,4.60E-05,9.74E-06,0.021248455
BP,Maternal smoking around birth ,Weighted median,1.760189489,0.707351824,1.28E-02,5.81E+00,1.45E+00,2.33E+01,6.71E-02,9.29E-02,0.956658032
ADHD,Childhood obesity ,Weighted median,0.089812092,0.036181762,1.31E-02,1.09E+00,1.02E+00,1.17E+00,8.89E-02,8.42E-03,0.167232227
ED,Trauma exposure ,Inverse variance weighted,-0.332862855,0.134264448,1.32E-02,7.17E-01,5.51E-01,9.33E-01,7.16E-01,7.78E-01,0.565530554
BP,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.391253673,0.158854325,1.38E-02,6.76E-01,4.95E-01,9.23E-01,5.47E-01,6.00E-01,0.791362667
SCZ,Body mass index (BMI) ,MR Egger,0.356287699,0.1452158,1.45E-02,1.43E+00,1.07E+00,1.90E+00,6.63E-60,1.01E-59,0.813425492
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,3.154233261,1.047560815,1.47E-02,2.34E+01,3.01E+00,1.83E+02,3.55E-01,4.44E-01,0.731465866
ANX,Neuroticism score ,Weighted mode,0.514149651,0.208037769,1.50E-02,1.67E+00,1.11E+00,2.51E+00,1.16E-01,8.85E-02,0.078855935
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,2.995467916,0.998846248,1.50E-02,2.00E+01,2.82E+00,1.42E+02,3.55E-01,4.44E-01,0.731465866
PTSD,Age at first birth ,Weighted median,-0.126826325,0.052145285,1.50E-02,8.81E-01,7.95E-01,9.76E-01,3.09E-13,1.34E-13,0.278809734
DEP,Body mass index (BMI) ,Weighted mode,0.115176244,0.047360996,1.54E-02,1.12E+00,1.02E+00,1.23E+00,2.57E-14,3.16E-14,0.736769716
BP,Primary sclerosing cholangitis ,MR Egger,-0.07388935,0.026878696,1.57E-02,9.29E-01,8.81E-01,9.79E-01,3.17E-01,3.92E-01,0.843794435
OCD,Qualifications: College or University degree ,Weighted median,-1.060645264,0.441460957,1.63E-02,3.46E-01,1.46E-01,8.23E-01,7.01E-11,6.87E-12,0.008009552
ADHD,Tea intake ,Simple mode,-0.745683341,0.297873277,1.67E-02,4.74E-01,2.65E-01,8.51E-01,9.24E-09,1.34E-08,0.66879725
SCZ,Autoimmune diseases ,Weighted mode,-0.106397397,0.042700955,1.69E-02,8.99E-01,8.27E-01,9.78E-01,2.74E-05,3.77E-05,0.700159744
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,5.517869009,1.691746172,1.72E-02,2.49E+02,9.04E+00,6.86E+03,7.31E-04,7.84E-04,0.543584028
SCZ,Qualifications: College or University degree ,MR Egger,1.965294655,0.821502044,1.75E-02,7.14E+00,1.43E+00,3.57E+01,3.43E-52,4.00E-52,0.530344877
ADHD,Childhood obesity ,Inverse variance weighted,0.103752901,0.04381164,1.79E-02,1.11E+00,1.02E+00,1.21E+00,8.89E-02,8.42E-03,0.167232227
ASD,Serum 25-Hydroxyvitamin D levels ,Simple mode,0.474783183,0.197761308,1.80E-02,1.61E+00,1.09E+00,2.37E+00,1.06E-01,1.16E-01,0.636334511
DEP,Extraversion,Weighted median,0.002001647,0.000846588,1.81E-02,1.00E+00,1.00E+00,1.00E+00,2.10E-01,2.11E-01,0.406035228
ANX,smoking initiation ,Inverse variance weighted,0.313404853,0.132822477,1.83E-02,1.37E+00,1.05E+00,1.77E+00,4.01E-01,4.31E-01,0.98282675
PTSD,Congenital cytomegalovirus infection,Inverse variance weighted,-0.172507605,0.073589297,1.91E-02,8.42E-01,7.29E-01,9.72E-01,8.28E-01,8.99E-01,0.740545056
ALZ,Intelligence ,Weighted median,-0.174785748,0.074953718,1.97E-02,8.40E-01,7.25E-01,9.73E-01,3.88E-09,4.32E-09,0.491761243
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,3.154233261,1.12146664,2.03E-02,2.34E+01,2.60E+00,2.11E+02,3.55E-01,4.44E-01,0.731465866
ASD,Trauma exposure ,Weighted median,0.231775898,0.10042856,2.10E-02,1.26E+00,1.04E+00,1.54E+00,8.43E-01,8.67E-01,0.555428028
ED,Primary sclerosing cholangitis ,Simple mode,0.080848484,0.030883881,2.13E-02,1.08E+00,1.02E+00,1.15E+00,4.36E-01,3.44E-01,0.145430993
ASD,Fresh fruit intake ,Weighted median,0.891343198,0.387741455,2.15E-02,2.44E+00,1.14E+00,5.21E+00,4.30E-01,4.17E-01,0.253656155
SCZ,Type 1 diabetes ,Inverse variance weighted,-0.016427658,0.007154638,2.17E-02,9.84E-01,9.70E-01,9.98E-01,2.89E-07,1.77E-07,0.2824836
ADHD,Current employment status: Retired,Weighted median,0.310997568,0.135676665,2.19E-02,1.36E+00,1.05E+00,1.78E+00,6.63E-12,6.82E-12,0.41326421
ED,Trauma exposure ,Weighted median,-0.301321427,0.131870239,2.23E-02,7.40E-01,5.71E-01,9.58E-01,7.16E-01,7.78E-01,0.565530554
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-1.922687521,0.841720288,2.25E-02,1.46E-01,2.81E-02,7.61E-01,1.16E-08,1.08E-08,0.194371799
ADHD,Neuroticism score ,Weighted mode,0.192224895,0.08306414,2.25E-02,1.21E+00,1.03E+00,1.43E+00,1.82E-12,2.46E-12,0.677211234
ADHD,Sleeplessness / insomnia ,Inverse variance weighted,0.747404001,0.327808753,2.26E-02,2.11E+00,1.11E+00,4.01E+00,7.23E-19,7.99E-19,0.546926226
OCD,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-1.998192904,0.879030078,2.30E-02,1.36E-01,2.42E-02,7.59E-01,1.60E-01,1.05E-01,0.241107647
ASD,Neuroticism score ,Inverse variance weighted,0.090737394,0.040008793,2.33E-02,1.09E+00,1.01E+00,1.18E+00,1.16E-01,8.85E-02,0.078855935
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,5.517869009,1.826760133,2.34E-02,2.49E+02,6.94E+00,8.94E+03,7.31E-04,7.84E-04,0.543584028
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,2.995467916,1.100508735,2.35E-02,2.00E+01,2.31E+00,1.73E+02,3.55E-01,4.44E-01,0.731465866
SCZ,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,4.775730099,2.110094536,2.36E-02,1.19E+02,1.90E+00,7.42E+03,2.58E-01,5.17E-01,0.886047001
PTSD,Body mass index (BMI) ,Weighted mode,0.320537554,0.141160271,2.37E-02,1.38E+00,1.04E+00,1.82E+00,6.63E-60,1.01E-59,0.813425492
ANX,Age at first birth ,Inverse variance weighted,-0.160636001,0.071197089,2.41E-02,8.52E-01,7.41E-01,9.79E-01,2.94E-01,3.06E-01,0.438959952
ALZ,Educational attainment,Weighted median,0.115460937,0.051285546,2.44E-02,1.12E+00,1.02E+00,1.24E+00,3.94E-01,4.59E-01,0.673752198
BP,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,1.953882,0.868748161,2.45E-02,7.06E+00,1.29E+00,3.87E+01,9.52E-01,9.05E-01,0.168371825
ED,Gestational diabetes (for exclusion) ,Inverse variance weighted,0.116097791,0.051642795,2.46E-02,1.12E+00,1.01E+00,1.24E+00,8.65E-01,9.15E-01,0.662995418
ED,Gestational diabetes (for exclusion) ,Inverse variance weighted,0.116097791,0.051642795,2.46E-02,1.12E+00,1.01E+00,1.24E+00,8.65E-01,9.15E-01,0.662995418
DEP,Alzheimer's disease or family history of Alzheimer's disease ,Weighted mode,-0.021323825,0.009077089,2.48E-02,9.79E-01,9.62E-01,9.96E-01,2.36E-01,2.37E-01,0.351905335
BP,Sleeplessness / insomnia ,Inverse variance weighted,0.633631422,0.282272596,2.48E-02,1.88E+00,1.08E+00,3.28E+00,4.11E-01,4.31E-01,0.461291419
DEP,Maternal smoking around birth ,Weighted mode,0.921274454,0.366754739,2.60E-02,2.51E+00,1.22E+00,5.16E+00,1.26E-03,2.10E-03,0.872675286
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,5.446636623,1.855052737,2.61E-02,2.32E+02,6.11E+00,8.80E+03,7.31E-04,7.84E-04,0.543584028
ADHD,Qualifications: College or University degree ,MR Egger,-1.3115369,0.587392074,2.65E-02,2.69E-01,8.52E-02,8.52E-01,1.18E-25,1.37E-25,0.526042364
PTSD,Unspecified maternal hypertension,MR Egger,-0.004791475,0.002164495,2.69E-02,9.95E-01,9.91E-01,9.99E-01,2.71E-01,2.72E-01,0.371759617
SCZ,Trauma exposure ,Weighted mode,0.286641738,0.084149883,2.71E-02,1.33E+00,1.13E+00,1.57E+00,1.20E-02,1.69E-02,0.618837049
SCZ,Nitrogen dioxide air pollution; 2010 ,Weighted median,0.797205978,0.36181223,2.76E-02,2.22E+00,1.09E+00,4.51E+00,3.06E-03,6.01E-03,0.906361827
DEP,Living alone,MR Egger,-1.450632416,0.65844639,2.77E-02,2.34E-01,6.45E-02,8.52E-01,3.88E-01,3.94E-01,0.750780149
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,5.446636623,1.904065436,2.88E-02,2.32E+02,5.55E+00,9.69E+03,7.31E-04,7.84E-04,0.543584028
PTSD,Mumps,Weighted median,0.007528878,0.00344397,2.88E-02,1.01E+00,1.00E+00,1.01E+00,1.53E-02,1.48E-02,0.172959629
ANX,Intelligence ,Inverse variance weighted,-0.287310056,0.131446489,2.88E-02,7.50E-01,5.80E-01,9.71E-01,4.32E-01,4.45E-01,0.508952987
ASD,Serum 25-Hydroxyvitamin D levels ,MR Egger,0.25769829,0.116530662,2.90E-02,1.29E+00,1.03E+00,1.63E+00,1.06E-01,1.16E-01,0.636334511
DEP,Iron intake,MR Egger,-1.943641858,0.895014812,3.00E-02,1.43E-01,2.48E-02,8.27E-01,4.26E-01,4.23E-01,0.225977787
ASD,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,0.053198572,0.024653427,3.09E-02,1.05E+00,1.00E+00,1.11E+00,1.20E-02,1.54E-02,0.736557952
DEP,Tea intake ,Weighted mode,0.16229606,0.072551032,3.11E-02,1.18E+00,1.02E+00,1.36E+00,1.11E-01,1.27E-01,0.630058391
PTSD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-2.473635385,1.147309387,3.12E-02,8.43E-02,8.89E-03,7.99E-01,1.16E-08,1.08E-08,0.194371799
OCD,Qualifications: College or University degree ,Simple mode,-3.306683819,1.528919418,3.17E-02,3.66E-02,1.83E-03,7.33E-01,7.01E-11,6.87E-12,0.008009552
ED,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,-7.171271764,3.342694889,3.19E-02,7.68E-04,1.10E-06,5.38E-01,3.91E-02,8.97E-02,0.77722608
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.849650875,0.396141819,3.20E-02,4.28E-01,1.97E-01,9.29E-01,1.16E-08,1.08E-08,0.194371799
BP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,-2.208520433,1.0315086,3.23E-02,1.10E-01,1.45E-02,8.30E-01,8.01E-01,8.15E-01,0.468424168
ALZ,Educational attainment,Inverse variance weighted,0.070400247,0.032904815,3.24E-02,1.07E+00,1.01E+00,1.14E+00,3.94E-01,4.59E-01,0.673752198
ANX,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-2.316760871,1.083331713,3.25E-02,9.86E-02,1.18E-02,8.24E-01,3.62E-27,4.32E-27,0.964007176
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,0.380127071,0.177853542,3.26E-02,1.46E+00,1.03E+00,2.07E+00,3.02E-02,3.57E-02,0.763537701
ADHD,Trauma exposure ,MR Egger,3.861028549,1.027733278,3.30E-02,4.75E+01,6.34E+00,3.56E+02,4.00E-01,7.40E-03,0.045065228
DEP,Maternal smoking around birth ,Simple mode,0.970674561,0.407818192,3.33E-02,2.64E+00,1.19E+00,5.87E+00,1.26E-03,2.10E-03,0.872675286
DEP,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,-0.027405081,0.012338769,3.33E-02,9.73E-01,9.50E-01,9.97E-01,2.36E-01,2.37E-01,0.351905335
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-1.016936305,0.478787668,3.37E-02,3.62E-01,1.42E-01,9.24E-01,1.16E-08,1.08E-08,0.194371799
ED,Type 2 diabetes ,Weighted median,0.078518955,0.036971633,3.37E-02,1.08E+00,1.01E+00,1.16E+00,1.63E-01,1.80E-01,0.96794149
OCD,Heart rate ,MR Egger,-0.158370622,0.066739567,3.37E-02,8.54E-01,7.49E-01,9.73E-01,6.88E-01,6.94E-01,0.381703376
ADHD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,0.738510701,0.348655282,3.42E-02,2.09E+00,1.06E+00,4.14E+00,3.69E-05,1.64E-05,0.122165029
ALZ,Tea intake ,Weighted mode,0.324161781,0.147594415,3.42E-02,1.38E+00,1.04E+00,1.85E+00,1.49E-01,8.22E-02,0.058657196
SCZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Inverse variance weighted,-36.15581713,17.10745551,3.46E-02,1.98E-16,5.44E-31,7.24E-02,1.22E-03,2.50E-03,0.790492349
DEP,Maternal smoking around birth ,Simple mode,0.970674561,0.414457792,3.58E-02,2.64E+00,1.17E+00,5.95E+00,1.26E-03,2.10E-03,0.872675286
PTSD,Trauma exposure ,Weighted mode,0.476679134,0.153415065,3.60E-02,1.61E+00,1.19E+00,2.18E+00,1.20E-02,1.69E-02,0.618837049
PTSD,Living alone,Inverse variance weighted,-1.66612606,0.795157542,3.61E-02,1.89E-01,3.98E-02,8.98E-01,6.13E-04,5.91E-04,0.212492766
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,3.78351215,1.805860938,3.62E-02,4.40E+01,1.28E+00,1.51E+03,7.31E-04,7.84E-04,0.543584028
ADHD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,3.78351215,1.805860938,3.62E-02,4.40E+01,1.28E+00,1.51E+03,7.31E-04,7.84E-04,0.543584028
ED,Type 1 diabetes ,Simple mode,0.078603122,0.035637277,3.68E-02,1.08E+00,1.01E+00,1.16E+00,9.77E-01,9.82E-01,0.667597956
PTSD,Unspecified maternal hypertension,Inverse variance weighted,-0.002661905,0.001277883,3.72E-02,9.97E-01,9.95E-01,1.00E+00,2.71E-01,2.72E-01,0.371759617
BP,Autoimmune diseases ,MR Egger,-0.087078454,0.040424958,3.73E-02,9.17E-01,8.47E-01,9.92E-01,9.36E-01,9.11E-01,0.166070761
ANX,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.784336664,0.376722941,3.73E-02,4.56E-01,2.18E-01,9.55E-01,5.47E-01,6.00E-01,0.791362667
ASD,Tea intake ,Inverse variance weighted,-0.312388483,0.150539044,3.80E-02,7.32E-01,5.45E-01,9.83E-01,3.20E-02,3.75E-02,0.591047064
OCD,Neuroticism score ,MR Egger,-0.645335892,0.307351072,3.83E-02,5.24E-01,2.87E-01,9.58E-01,1.55E-10,6.41E-11,0.134958317
ADHD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.879283093,0.424727165,3.84E-02,4.15E-01,1.81E-01,9.54E-01,3.62E-27,4.32E-27,0.964007176
