"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"SORCS2","Brain Prefrontal cortex","ED","Inverse variance weighted",3,"-0.029","0.019","0.971","1.15e-01",0.641400994,0.853349478,0.804782169,0.023283534
"TBATA","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.049","0.031","0.953","1.15e-01",NA,NA,NA,0.02445354
"PID1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.067","0.043","1.069","1.17e-01",NA,NA,NA,0.03311068
"DSCAM","Brain Prefrontal cortex","ED","Wald ratio",1," 0.044","0.028","1.044","1.17e-01",NA,NA,NA,0.023880261
"TPO","Brain Prefrontal cortex","ED","Wald ratio",1," 0.045","0.029","1.046","1.18e-01",NA,NA,NA,0.022201414
"LRRC27","Brain Prefrontal cortex","ED","Wald ratio",1," 0.065","0.042","1.068","1.18e-01",NA,NA,NA,0.029195166
"DGKB","Brain Prefrontal cortex","ED","Inverse variance weighted",2,"-0.031","0.020","0.969","1.18e-01",NA,0.691146715,NA,0.022641728
"HDAC4","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.035","0.023","0.965","1.21e-01",NA,NA,NA,0.026454567
"CCNY","Brain Prefrontal cortex","ED","Wald ratio",1," 0.032","0.021","1.032","1.23e-01",NA,NA,NA,0.02372654
"CACNA1C","Brain Prefrontal cortex","ED","Weighted median",3,"-0.027","0.017","0.974","1.23e-01",0.050837023,0.147995983,0.97177583,0.063705173
"ME2","Brain Prefrontal cortex","ED","Wald ratio",1," 0.072","0.047","1.075","1.24e-01",NA,NA,NA,0.022348897
"KIF26B","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.032","0.021","0.968","1.26e-01",NA,NA,NA,0.031826081
"THSD4","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.046","0.030","0.955","1.29e-01",NA,NA,NA,0.023066811
"UCN3","Brain Prefrontal cortex","ED","Wald ratio",1," 0.044","0.029","1.045","1.29e-01",NA,NA,NA,0.023359154
"CMIP","Brain Prefrontal cortex","ED","Wald ratio",1," 0.039","0.025","1.039","1.30e-01",NA,NA,NA,0.02052779
"EXT1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.020","0.013","0.980","1.30e-01",NA,NA,NA,0.026202699
"CACNA1C","Brain Prefrontal cortex","ED","Inverse variance weighted",3,"-0.032","0.021","0.969","1.32e-01",0.050837023,0.147995983,0.97177583,0.063705173
"GSTO2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.050","0.033","0.951","1.33e-01",NA,NA,NA,0.020502466
"CNTN1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.021","0.014","1.021","1.36e-01",NA,NA,NA,0.021328805
"RAB2A","Brain Prefrontal cortex","ED","Wald ratio",1," 0.044","0.030","1.045","1.39e-01",NA,NA,NA,0.020005876
"CR1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.029","0.020","0.972","1.41e-01",NA,NA,NA,0.024190023
"ASTN2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.034","0.023","0.967","1.44e-01",NA,NA,NA,0.019071473
"ACTN2","Brain Prefrontal cortex","ED","Inverse variance weighted",2,"-0.020","0.014","0.980","1.45e-01",NA,0.807137575,NA,0.014181939
"OSTN","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.057","0.039","0.945","1.46e-01",NA,NA,NA,0.020495674
"DNAAF3","Brain Prefrontal cortex","ED","Wald ratio",1," 0.048","0.033","1.049","1.46e-01",NA,NA,NA,0.022410786
"LCLAT1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.050","0.035","1.052","1.48e-01",NA,NA,NA,0.021835353
"ST6GAL1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.058","0.041","1.059","1.55e-01",NA,NA,NA,0.01828069
"CERS6","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.040","0.028","0.960","1.55e-01",NA,NA,NA,0.018318067
"MTFR1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.042","0.030","1.043","1.61e-01",NA,NA,NA,0.020954045
"CARS1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.030","0.021","1.030","1.62e-01",NA,NA,NA,0.018174445
"PTPRN2","Brain Prefrontal cortex","ED","Simple mode",3," 0.033","0.015","1.034","1.62e-01",0.547645443,0.818942059,0.87754452,0.010832893
