"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"CD82","Brain Hippocampus","OCD","Wald ratio",1,-0.021,0.067,0.979,0.75,NA,NA,NA,0.018892674
"ERMP1","Brain Hippocampus","OCD","Wald ratio",1,-0.049,0.153,0.952,0.75,NA,NA,NA,0.01791192
"INSYN1-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.015,0.048,0.985,0.751,NA,NA,NA,1.26e-05
"PEF1-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.022,0.07,1.022,0.751,NA,NA,NA,0.014404368
"COL16A1","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.066,1.021,0.751,NA,NA,NA,0.014404368
"SLC6A1-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.026,0.083,0.974,0.752,NA,NA,NA,0.001081008
"LINC00299","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.089,1.028,0.752,NA,NA,NA,0.016125269
"LINC01998","Brain Hippocampus","OCD","Wald ratio",1,0.015,0.048,1.015,0.752,NA,NA,NA,0.016314511
"USP40","Brain Hippocampus","OCD","Wald ratio",1,0.048,0.153,1.05,0.752,NA,NA,NA,0.018743231
"AK8","Brain Hippocampus","OCD","Wald ratio",1,-0.02,0.064,0.98,0.753,NA,NA,NA,0.015855389
"SCG3","Brain Hippocampus","OCD","Wald ratio",1,-0.038,0.121,0.963,0.753,NA,NA,NA,8.54e-05
"RPA1","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.083,1.026,0.753,NA,NA,NA,0.032305083
"LINC02821","Brain Hippocampus","OCD","Wald ratio",1,0.012,0.038,1.012,0.753,NA,NA,NA,0.014195218
"ZBED5-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.084,1.027,0.754,NA,NA,NA,0.012538136
"DMBT1","Brain Hippocampus","OCD","Inverse variance weighted",2,0.025,0.08,1.025,0.754,NA,0.096137545,NA,0.057250486
"NT5C3B","Brain Hippocampus","OCD","Wald ratio",1,-0.052,0.167,0.949,0.755,NA,NA,NA,0.002595059
"C9orf72","Brain Hippocampus","OCD","Wald ratio",1,0.023,0.073,1.023,0.755,NA,NA,NA,0.014775473
"LINC03010","Brain Hippocampus","OCD","Wald ratio",1,0.011,0.035,1.011,0.756,NA,NA,NA,0.016827731
"ODAD1","Brain Hippocampus","OCD","Inverse variance weighted",2,-0.045,0.145,0.956,0.756,NA,0.030167434,NA,0.02271236
"HPSE2","Brain Hippocampus","OCD","Wald ratio",1,-0.017,0.055,0.983,0.757,NA,NA,NA,0.015995327
"STAG3L4","Brain Hippocampus","OCD","Wald ratio",1,0.012,0.039,1.012,0.757,NA,NA,NA,0.013730115
"FAM86B3P","Brain Hippocampus","OCD","Wald ratio",1,0.019,0.062,1.019,0.757,NA,NA,NA,0.013578397
"FAM85B","Brain Hippocampus","OCD","Wald ratio",1,0.008,0.026,1.008,0.757,NA,NA,NA,0.013580906
"FGGY","Brain Hippocampus","OCD","Wald ratio",1,0.019,0.063,1.02,0.757,NA,NA,NA,0.001389918
"PRORSD1P","Brain Hippocampus","OCD","Wald ratio",1,0.03,0.097,1.03,0.757,NA,NA,NA,0.001224938
"EML6","Brain Hippocampus","OCD","Wald ratio",1,-0.04,0.131,0.96,0.758,NA,NA,NA,0.001079902
"ZNF680","Brain Hippocampus","OCD","Wald ratio",1,0.023,0.075,1.023,0.758,NA,NA,NA,0.015398359
"DDX59-AS1","Brain Hippocampus","OCD","Inverse variance weighted",3,0.008,0.027,1.008,0.759,0.086810441,0.223846523,0.908780725,0.005986541
"ATIC","Brain Hippocampus","OCD","Wald ratio",1,-0.018,0.059,0.982,0.759,NA,NA,NA,0.018443366
"ULK4","Brain Hippocampus","OCD","Wald ratio",1,0.016,0.051,1.016,0.759,NA,NA,NA,0.017192449
